,coefficient,std_err,t_value,p_value
Intercept,73.08354586874542,1.0242179531120397,71.35546262070919,7.523957435204309e-37
hlthpc,0.0011117285553366536,0.0002866740485965463,3.878023004800328,0.0004927681838606032
